Participants,Age,Sexe,isMusician,Modalite,Question,Item,Filename,Musician,Express,Social,Zoom,Intensity,Authenticity,Nostalgie,Tristesse,Joie,Transcendance,Tension,Emerveillement,Serenite,Tendresse,Pouvoir,Tete,Buste,BrasDroit,BrasGauche,Hanche,Jambes,Corps
etvzywrj_1401186409,21,man,mus,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,30,50,41,45,48,54,43,29,36,65,49,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,29,48,38,44,59,45,31,62,47,38,50,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,4,4_2_2_1,St,conc,nat,zoom1,24,50,36,46,55,51,65,45,62,37,49,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,5,4_2_1_1,St,conc,abs,zoom1,28,45,43,45,37,56,41,55,37,52,40,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,6,1_1_2_1,As,met,nat,zoom1,43,51,46,52,43,52,33,60,44,55,45,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,21,47,45,47,46,49,43,54,56,36,48,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,8,3_1_2_2,He,met,nat,zoom2,42,46,41,50,44,56,45,54,52,50,45,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,9,4_3_2_1,St,emph,nat,zoom1,34,48,43,47,47,53,44,52,39,50,45,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,10,2_1_1_1,Ca,met,abs,zoom1,32,65,48,52,35,57,48,51,49,50,52,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,11,4_1_1_1,St,met,abs,zoom1,43,52,46,46,46,49,49,45,50,49,46,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,12,1_2_2_1,As,conc,nat,zoom1,45,49,38,46,54,42,44,40,55,50,50,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,13,1_3_1_1,As,emph,abs,zoom1,33,43,47,52,40,67,54,39,57,40,52,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,14,4_3_1_1,St,emph,abs,zoom1,38,51,52,45,45,55,49,54,49,50,42,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,15,1_1_1_1,As,met,abs,zoom1,33,45,54,50,49,47,50,51,44,51,48,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,16,1_3_2_1,As,emph,nat,zoom1,49,49,49,49,47,46,37,51,46,54,49,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,17,3_2_2_2,He,conc,nat,zoom2,30,49,41,53,45,59,37,58,38,45,57,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,42,48,42,52,53,54,45,51,42,49,47,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,19,3_3_2_1,He,emph,nat,zoom1,50,48,43,61,58,46,29,52,48,48,39,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,20,4_1_2_1,St,met,nat,zoom1,48,49,50,48,50,49,38,52,43,50,57,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,21,3_2_1_2,He,conc,abs,zoom2,50,41,33,49,62,46,58,52,51,50,39,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,22,1_2_1_1,As,conc,abs,zoom1,54,47,41,53,46,54,50,48,46,44,45,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,23,3_1_1_1,He,met,abs,zoom1,53,49,53,50,54,44,47,50,51,45,52,1,0,1,0,0,1,1
etvzywrj_1401186409,21,man,mus,2,2,24,3_3_1_2,He,emph,abs,zoom2,22,51,41,44,53,61,65,50,37,24,53,1,0,1,0,0,1,1
ezobyjnl_1401741607,24,man,mus,2,1,1,2_1_2_1,Ca,met,nat,zoom1,85,62,61,0,61,0,49,64,0,65,65,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,66,80,65,0,63,0,48,61,62,63,98,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,100,100,64,64,0,64,31,12,67,31,100,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,56,100,76,19,76,64,64,8,63,37,21,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,33,33,60,0,21,61,6,20,32,20,20,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,5,6,15,13,0,4,9,14,13,4,14,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,77,85,74,15,0,49,50,1,72,40,86,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,5,10,8,8,0,8,12,0,12,9,7,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,100,54,71,21,0,51,39,0,18,40,66,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,6,10,60,13,3,42,17,0,40,39,18,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,11,4_1_1_1,St,met,abs,zoom1,33,41,67,22,0,53,20,0,72,17,33,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,46,45,63,27,0,0,54,0,76,28,76,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,96,93,92,51,0,0,17,0,46,23,15,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,100,65,93,17,0,47,36,0,90,32,100,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,12,31,61,14,0,22,23,0,85,6,46,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,79,43,73,16,71,29,47,12,62,17,55,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,65,31,68,20,0,29,25,0,60,16,71,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,100,100,100,50,0,0,73,16,41,28,68,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,19,3_3_2_1,He,emph,nat,zoom1,100,100,100,100,0,19,55,0,51,16,100,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,20,4_1_2_1,St,met,nat,zoom1,17,100,82,31,6,8,86,0,52,28,18,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,21,3_2_1_2,He,conc,abs,zoom2,100,100,89,52,23,50,14,5,64,23,68,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,22,1_2_1_1,As,conc,abs,zoom1,22,34,66,18,0,58,19,0,58,17,25,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,23,3_1_1_1,He,met,abs,zoom1,73,28,61,29,2,28,28,0,52,26,47,8,0,9,1,0,1,0
ezobyjnl_1401741607,24,man,mus,2,1,24,3_3_1_2,He,emph,abs,zoom2,100,100,87,53,0,74,51,0,45,25,73,8,0,9,1,0,1,0
fgcrmowu_1401459988,52,woman,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,70,0,64,22,5,50,29,62,28,24,49,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,64,64,67,75,6,30,30,7,12,49,46,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,25,17,24,24,9,11,64,10,13,10,17,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,43,34,37,42,6,30,14,11,6,34,35,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,43,35,26,26,6,9,22,6,8,13,21,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,34,56,40,37,8,17,22,10,9,24,33,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,33,65,29,25,16,8,17,13,22,22,39,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,57,64,36,34,12,45,24,14,20,21,56,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,51,48,35,38,8,14,21,13,9,15,36,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,49,71,34,36,7,31,22,6,12,12,45,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,62,67,56,51,7,15,25,10,9,23,55,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,58,63,51,50,10,13,25,11,5,23,45,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,45,45,26,28,6,9,17,7,7,9,22,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,52,73,35,27,6,42,11,6,10,17,43,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,34,42,23,15,9,6,21,7,7,12,33,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,57,65,57,58,2,20,33,2,3,6,32,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,19,3_3_2_1,He,emph,nat,zoom1,37,56,32,34,2,5,19,4,6,6,22,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,20,4_1_2_1,St,met,nat,zoom1,43,69,58,61,0,9,12,0,0,14,41,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,21,3_2_1_2,He,conc,abs,zoom2,46,60,53,38,2,18,15,0,6,0,9,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,22,1_2_1_1,As,conc,abs,zoom1,50,70,49,57,0,14,11,0,6,9,25,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,23,3_1_1_1,He,met,abs,zoom1,51,71,46,48,0,11,9,0,6,5,24,1,0,7,3,0,0,0
fgcrmowu_1401459988,52,woman,mus,2,1,24,3_3_1_2,He,emph,abs,zoom2,58,80,46,55,0,2,16,0,0,0,19,1,0,7,3,0,0,0
gqeumfln_1401352396,25,woman,melo,2,2,1,2_1_2_1,Ca,met,nat,zoom1,34,42,32,10,0,0,14,33,57,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,2,2_3_1_1,Ca,emph,abs,zoom1,58,82,65,73,0,28,48,0,14,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,3,2_2_1_1,Ca,conc,abs,zoom1,55,45,27,77,0,40,10,0,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,4,4_2_2_1,St,conc,nat,zoom1,83,80,31,89,0,57,0,0,0,48,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,5,4_2_1_1,St,conc,abs,zoom1,46,40,61,0,0,0,19,0,86,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,6,1_1_2_1,As,met,nat,zoom1,55,59,19,28,0,46,46,0,18,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,7,2_2_2_2,Ca,conc,nat,zoom2,68,69,83,39,0,0,0,50,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,8,3_1_2_2,He,met,nat,zoom2,52,42,19,20,0,25,0,33,26,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,9,4_3_2_1,St,emph,nat,zoom1,75,78,36,88,0,62,51,0,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,10,2_1_1_1,Ca,met,abs,zoom1,34,58,11,10,0,0,0,0,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,12,1_2_2_1,As,conc,nat,zoom1,47,47,0,63,0,9,60,0,0,60,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,13,1_3_1_1,As,emph,abs,zoom1,68,54,64,62,0,57,45,36,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,14,4_3_1_1,St,emph,abs,zoom1,43,38,29,30,25,0,56,0,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,15,1_1_1_1,As,met,abs,zoom1,34,18,1,20,0,0,0,0,0,19,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,16,1_3_2_1,As,emph,nat,zoom1,56,59,0,0,0,38,59,39,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,17,3_2_2_2,He,conc,nat,zoom2,53,59,27,57,0,0,0,0,61,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,18,2_3_2_1,Ca,emph,nat,zoom1,35,49,26,0,0,0,0,0,59,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,19,3_3_2_1,He,emph,nat,zoom1,34,64,55,0,21,0,0,0,0,56,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,20,4_1_2_1,St,met,nat,zoom1,63,49,0,45,0,0,61,0,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,21,3_2_1_2,He,conc,abs,zoom2,62,69,0,48,0,0,0,25,0,54,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,22,1_2_1_1,As,conc,abs,zoom1,29,43,0,19,0,0,0,0,0,0,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,23,3_1_1_1,He,met,abs,zoom1,26,16,23,0,0,0,0,0,28,16,0,6,0,0,2,2,0,1
gqeumfln_1401352396,25,woman,melo,2,2,24,3_3_1_2,He,emph,abs,zoom2,93,95,0,49,49,0,42,0,58,58,0,6,0,0,2,2,0,1
hqvcyzor_1401469566,29,man,mus,2,1,1,2_1_2_1,Ca,met,nat,zoom1,58,49,88,71,0,0,25,25,25,25,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,89,75,24,0,25,84,84,51,0,0,100,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,30,22,25,24,0,0,27,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,4,4_2_2_1,St,conc,nat,zoom1,66,46,89,42,0,21,43,43,42,0,23,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,5,4_2_1_1,St,conc,abs,zoom1,66,71,75,24,50,0,24,64,0,64,30,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,6,1_1_2_1,As,met,nat,zoom1,48,8,0,0,0,0,49,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,43,16,18,19,0,0,18,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,8,3_1_2_2,He,met,nat,zoom2,25,6,9,9,0,0,45,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,9,4_3_2_1,St,emph,nat,zoom1,49,50,43,69,18,43,14,14,0,0,53,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,10,2_1_1_1,Ca,met,abs,zoom1,40,13,26,26,0,0,50,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,11,4_1_1_1,St,met,abs,zoom1,46,49,34,68,0,15,0,0,0,12,32,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,12,1_2_2_1,As,conc,nat,zoom1,75,60,45,45,0,76,17,25,0,25,44,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,13,1_3_1_1,As,emph,abs,zoom1,49,28,22,23,0,22,46,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,14,4_3_1_1,St,emph,abs,zoom1,90,85,90,53,18,71,14,63,18,35,74,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,15,1_1_1_1,As,met,abs,zoom1,37,24,29,29,30,0,20,0,19,37,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,16,1_3_2_1,As,emph,nat,zoom1,50,66,46,73,0,30,30,29,0,19,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,17,3_2_2_2,He,conc,nat,zoom2,39,13,0,33,0,26,20,0,0,29,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,18,2_3_2_1,Ca,emph,nat,zoom1,24,24,0,27,0,0,21,0,20,21,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,19,3_3_2_1,He,emph,nat,zoom1,35,20,35,51,0,19,20,9,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,20,4_1_2_1,St,met,nat,zoom1,68,78,36,90,0,71,22,0,0,19,49,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,21,3_2_1_2,He,conc,abs,zoom2,27,22,0,26,0,0,40,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,22,1_2_1_1,As,conc,abs,zoom1,40,35,30,60,0,0,0,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,23,3_1_1_1,He,met,abs,zoom1,66,3,0,0,0,0,69,0,0,0,0,7,0,1,2,0,3,5
hqvcyzor_1401469566,29,man,mus,2,1,24,3_3_1_2,He,emph,abs,zoom2,40,26,16,17,0,0,56,0,0,18,0,7,0,1,2,0,3,5
icshstnp_1401821761,27,man,melo,2,1,1,2_1_2_1,Ca,met,nat,zoom1,52,35,42,69,26,25,22,72,94,78,18,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,2,2_3_1_1,Ca,emph,abs,zoom1,71,48,71,68,21,30,55,35,28,60,48,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,3,2_2_1_1,Ca,conc,abs,zoom1,44,48,61,59,22,43,48,34,53,56,36,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,4,4_2_2_1,St,conc,nat,zoom1,52,61,46,54,45,44,44,47,50,53,48,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,5,4_2_1_1,St,conc,abs,zoom1,71,56,51,48,27,43,48,52,33,65,32,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,6,1_1_2_1,As,met,nat,zoom1,35,45,39,38,28,31,37,42,35,34,38,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,7,2_2_2_2,Ca,conc,nat,zoom2,49,54,58,57,44,43,37,47,41,52,38,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,8,3_1_2_2,He,met,nat,zoom2,54,60,35,56,39,42,46,36,31,54,38,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,9,4_3_2_1,St,emph,nat,zoom1,64,65,33,33,63,45,46,56,39,58,58,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,10,2_1_1_1,Ca,met,abs,zoom1,31,56,55,62,49,45,46,50,47,44,49,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,11,4_1_1_1,St,met,abs,zoom1,60,56,33,38,47,41,40,40,34,45,44,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,12,1_2_2_1,As,conc,nat,zoom1,64,74,73,77,10,60,54,66,17,61,51,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,13,1_3_1_1,As,emph,abs,zoom1,63,60,55,54,38,37,43,51,23,53,33,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,14,4_3_1_1,St,emph,abs,zoom1,68,57,53,50,46,51,46,43,44,47,49,8,0,8,2,0,5,6
icshstnp_1401821761,27,man,melo,2,1,15,1_1_1_1,As,met,abs,zoom1,53,60,49,48,41,44,44,45,44,45,49,8,0,8,2,0,5,6
